Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Matches
309;Borja Mayoral;es ESP;FW;Getafe;28-281;1997;14;12;1,041;11.6;4;1;5;4;0;1;0;0;2.9;2.1;0.2;2.3;3;27;36;0.35;0.09;0.43;0.35;0.43;0.25;0.02;0.27;0.18;0.20;Matches
310;Kylian Mbappé;fr FRA;FW;Real Madrid;27-022;1998;18;18;1,57;17.4;18;4;22;13;5;6;3;0;15.7;11.0;5.5;16.5;73;81;167;1.03;0.23;1.26;0.75;0.97;0.90;0.31;1.22;0.63;0.95;Matches
311;Brais Méndez;es ESP;MF,FW;Real Sociedad;29-004;1997;18;14;1,146;12.7;4;2;6;4;0;0;3;0;2.3;2.3;1.4;3.7;23;80;75;0.31;0.16;0.47;0.31;0.47;0.18;0.11;0.29;0.18;0.29;Matches
312;Rodrigo Mendoza;es ESP;MF,FW;Elche;20-302;2005;13;5;659;7.3;1;0;1;1;0;0;3;0;0.7;0.7;0.3;1.0;17;26;41;0.14;0.00;0.14;0.14;0.14;0.10;0.05;0.14;0.10;0.14;Matches
313;Batista Mendy;fr FRA;MF;Sevilla;25-364;2000;14;13;1,056;11.7;1;0;1;1;0;0;3;0;0.8;0.8;0.2;1.1;11;34;9;0.09;0.00;0.09;0.09;0.09;0.07;0.02;0.09;0.07;0.09;Matches
314;Ferland Mendy;fr FRA;DF;Real Madrid;30-217;1995;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
315;Nobel Mendy;fr FRA;DF;Rayo Vallecano;21-130;2004;10;9;789;8.8;1;0;1;1;0;0;3;0;1.1;1.1;0.0;1.1;1;16;2;0.11;0.00;0.11;0.11;0.11;0.12;0.00;0.12;0.12;0.12;Matches
316;Alejandro Mestanza;es ESP;FW,MF;Getafe;21-035;2004;2;1;65;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;4;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
317;Georges Mikautadze;ge GEO;FW;Villarreal;25-072;2000;13;8;751;8.3;5;3;8;5;0;0;0;0;3.7;3.7;1.9;5.6;17;14;54;0.60;0.36;0.96;0.60;0.96;0.45;0.22;0.67;0.45;0.67;Matches
318;Éder Militão;br BRA;DF;Real Madrid;27-358;1998;13;12;1;11.1;1;1;2;1;0;0;2;0;1.4;1.3;1.3;2.6;5;36;3;0.09;0.09;0.18;0.09;0.18;0.12;0.12;0.24;0.12;0.23;Matches
319;Luis Milla;es ESP;MF;Getafe;31-096;1994;18;18;1,574;17.5;0;7;7;0;0;0;3;1;0.4;0.4;2.7;3.1;15;79;25;0.00;0.40;0.40;0.00;0.40;0.02;0.15;0.18;0.02;0.18;Matches
320;Pere Milla;es ESP;FW,MF;Espanyol;33-110;1992;16;15;1,141;12.7;6;0;6;6;0;0;4;1;5.5;5.5;2.0;7.5;20;35;53;0.47;0.00;0.47;0.47;0.47;0.43;0.16;0.59;0.43;0.59;Matches
321;Óscar Mingueza;es ESP;MF,DF;Celta Vigo;26-243;1999;15;11;945;10.5;1;2;3;1;0;0;1;0;0.5;0.5;2.1;2.6;13;51;50;0.10;0.19;0.29;0.10;0.29;0.05;0.20;0.25;0.05;0.25;Matches
322;Bojan Miovski;mk MKD;FW;Girona;26-201;1999;1;1;44;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
323;Rafa Mir;es ESP;FW,MF;Elche;28-207;1997;18;15;1,308;14.5;6;0;6;6;0;1;1;0;5.7;4.9;0.5;5.4;16;45;76;0.41;0.00;0.41;0.41;0.41;0.39;0.04;0.43;0.34;0.37;Matches
324;Johan Mojica;co COL;DF;Mallorca;33-143;1992;18;15;1,4;15.6;0;3;3;0;0;0;2;0;0.3;0.3;2.0;2.3;30;63;56;0.00;0.19;0.19;0.00;0.19;0.02;0.13;0.15;0.02;0.15;Matches
325;Alberto Moleiro;es ESP;MF,FW;Villarreal;22-103;2003;18;15;1,161;12.9;8;3;11;8;0;0;2;0;4.1;4.1;3.2;7.4;43;45;67;0.62;0.23;0.85;0.62;0.85;0.32;0.25;0.57;0.32;0.57;Matches
326;Nahuel Molina;ar ARG;DF;Atlético Madrid;27-280;1998;13;6;541;6.0;0;1;1;0;0;0;1;0;0.0;0.0;1.2;1.2;11;22;24;0.00;0.17;0.17;0.00;0.17;0.01;0.19;0.20;0.01;0.20;Matches
327;Jon Moncayola;es ESP;MF,DF;Osasuna;27-243;1998;19;19;1,637;18.2;0;2;2;0;0;0;5;0;1.3;1.3;2.3;3.5;20;94;46;0.00;0.11;0.11;0.00;0.11;0.07;0.12;0.19;0.07;0.19;Matches
328;Jorge Montes;es ESP;MF;Getafe;21-311;2004;1;0;27;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
329;Diego Morcillo;es ESP;FW,MF;Alavés;22-207;2003;1;0;10;0.1;0;0;0;0;0;0;0;0;0.4;0.4;0.0;0.4;0;1;2;0.00;0.00;0.00;0.00;0.00;4.02;0.00;4.02;4.02;4.02;Matches
330;Álex Moreno;es ESP;DF;Girona;32-217;1993;18;17;1,575;17.5;0;2;2;0;0;0;2;0;1.5;1.5;1.3;2.8;59;67;81;0.00;0.11;0.11;0.00;0.11;0.09;0.07;0.16;0.09;0.16;Matches
331;Gerard Moreno;es ESP;FW;Villarreal;33-279;1992;9;7;506;5.6;5;0;5;4;1;1;0;0;2.3;1.5;1.7;3.2;14;35;30;0.89;0.00;0.89;0.71;0.71;0.40;0.30;0.70;0.26;0.56;Matches
332;Matias Moreno;ar ARG;DF;Levante;22-109;2003;12;11;945;10.5;0;0;0;0;0;0;3;0;0.4;0.4;0.1;0.5;12;24;1;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.05;0.04;0.05;Matches
333;Mateu Morey;es ESP;DF;Mallorca;25-315;2000;11;6;446;5.0;1;0;1;1;0;0;2;0;0.3;0.3;0.2;0.5;4;17;17;0.20;0.00;0.20;0.20;0.20;0.06;0.04;0.10;0.06;0.10;Matches
334;Ilaix Moriba;gn GUI;MF;Celta Vigo;22-357;2003;18;12;1,15;12.8;0;1;1;0;0;0;2;0;0.6;0.6;1.3;1.9;12;53;40;0.00;0.08;0.08;0.00;0.08;0.05;0.10;0.15;0.05;0.15;Matches
335;Manu Morlanes;es ESP;MF;Mallorca;26-364;1999;15;12;882;9.8;1;0;1;1;0;0;3;1;0.6;0.6;0.4;1.0;11;51;14;0.10;0.00;0.10;0.10;0.10;0.06;0.04;0.10;0.06;0.10;Matches
336;Santiago Mouriño;uy URU;DF;Villarreal;23-332;2002;12;12;1,055;11.7;0;1;1;0;0;0;6;1;0.3;0.3;0.1;0.3;13;38;3;0.00;0.09;0.09;0.00;0.09;0.02;0.00;0.03;0.02;0.03;Matches
337;Aihen Muñoz;es ESP;DF;Real Sociedad;28-148;1997;12;5;478;5.3;0;0;0;0;0;0;1;0;0.2;0.2;0.2;0.3;6;19;19;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.06;0.03;0.06;Matches
338;Iker Muñoz;es ESP;MF;Osasuna;23-067;2002;6;1;279;3.1;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;2;11;5;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;Matches
339;Javier Muñoz;es ESP;MF,FW;Getafe;30-317;1995;10;3;370;4.1;0;0;0;0;0;0;0;0;0.2;0.2;0.1;0.3;4;11;20;0.00;0.00;0.00;0.00;0.00;0.05;0.03;0.08;0.05;0.08;Matches
340;Víctor Muñoz;es ESP;FW,MF;Osasuna;22-182;2003;19;17;1,391;15.5;2;1;3;2;0;0;2;0;2.0;2.0;1.1;3.1;63;12;103;0.13;0.06;0.19;0.13;0.19;0.13;0.07;0.20;0.13;0.20;Matches
341;Vedat Muriqi;xk KVX;FW;Mallorca;31-262;1994;17;16;1,357;15.1;10;0;10;7;3;3;1;1;6.8;4.5;0.3;4.8;13;16;59;0.66;0.00;0.66;0.46;0.46;0.45;0.02;0.47;0.30;0.32;Matches
342;Juan Musso;ar ARG;GK;Atlético Madrid;31-250;1994;1;1;90;1.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
343;Natan;br BRA;DF;Betis;24-339;2001;18;18;1,565;17.4;0;0;0;0;0;0;4;0;0.3;0.3;0.3;0.6;6;32;1;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03;Matches
344;Pau Navarro;es ESP;DF;Villarreal;20-261;2005;7;7;597;6.6;0;0;0;0;0;0;2;0;0.0;0.0;0.3;0.3;3;17;1;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.05;0.00;0.05;Matches
345;Roberto Navarro;es ESP;FW,MF;Athletic Club;23-274;2002;15;5;571;6.3;3;1;4;3;0;0;1;0;2.3;2.3;0.9;3.2;23;17;43;0.47;0.16;0.63;0.47;0.63;0.36;0.14;0.50;0.36;0.50;Matches
346;Martim Neto;pt POR;MF;Elche;22-362;2003;15;9;849;9.4;2;3;5;2;0;0;1;0;0.9;0.9;1.7;2.6;26;51;28;0.21;0.32;0.53;0.21;0.53;0.09;0.18;0.27;0.09;0.27;Matches
347;Yvan Neyou;cm CMR;MF;Getafe;29-008;1997;5;0;67;0.7;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;3;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
348;Tanguy Nianzou;fr FRA;DF;Sevilla;23-218;2002;5;3;306;3.4;0;0;0;0;0;0;4;0;0.1;0.1;0.0;0.1;0;9;0;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches
349;Randy Nteka;ao ANG;FW;Rayo Vallecano;28-036;1997;4;0;41;0.5;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;2;3;0.00;0.00;0.00;0.00;0.00;0.12;0.05;0.17;0.12;0.17;Matches
350;Álvaro Núñez;es ESP;DF;Elche;25-188;2000;19;19;1,647;18.3;0;2;2;0;0;0;2;0;0.2;0.2;2.0;2.3;11;97;64;0.00;0.11;0.11;0.00;0.11;0.01;0.11;0.12;0.01;0.12;Matches
351;Ørjan Nyland;no NOR;GK;Sevilla;35-123;1990;4;4;360;4.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
352;Allan Nyom;cm CMR;DF;Getafe;37-246;1988;7;4;272;3.0;0;0;0;0;0;0;4;1;0.2;0.2;0.1;0.3;4;10;2;0.00;0.00;0.00;0.00;0.00;0.07;0.02;0.09;0.07;0.09;Matches
353;Jan Oblak;si SVN;GK;Atlético Madrid;33-004;1993;18;18;1,62;18.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
354;Álvaro Odriozola;es ESP;DF;Real Sociedad;30-028;1995;1;1;56;0.6;1;0;1;1;0;0;0;0;0.6;0.6;0.0;0.6;2;0;1;1.61;0.00;1.61;1.61;1.61;0.92;0.00;0.92;0.92;0.92;Matches
355;Olasagasti;es ESP;MF;Levante;25-148;2000;13;4;461;5.1;0;1;1;0;0;0;1;0;0.2;0.2;0.5;0.7;7;21;14;0.00;0.20;0.20;0.00;0.20;0.04;0.09;0.13;0.04;0.13;Matches
356;Dani Olmo;es ESP;MF;Barcelona;27-249;1998;14;8;861;9.6;5;2;7;5;0;0;0;0;3.4;3.4;2.3;5.8;19;55;61;0.52;0.21;0.73;0.52;0.73;0.36;0.24;0.60;0.36;0.60;Matches
357;Tani Oluwaseyi;ca CAN;FW;Villarreal;25-241;2000;15;4;491;5.5;2;1;3;2;0;0;0;0;3.2;3.2;1.3;4.6;12;5;18;0.37;0.18;0.55;0.37;0.55;0.60;0.24;0.84;0.60;0.84;Matches
358;Aimar Oroz;es ESP;MF,FW;Osasuna;24-045;2001;13;11;947;10.5;0;2;2;0;0;0;4;0;0.8;0.8;1.7;2.5;33;45;46;0.00;0.19;0.19;0.00;0.19;0.08;0.16;0.24;0.08;0.24;Matches
359;Ángel Ortíz;es ESP;DF;Betis;21-170;2004;6;4;310;3.4;0;0;0;0;0;0;1;0;0.0;0.0;0.5;0.5;5;6;7;0.00;0.00;0.00;0.00;0.00;0.00;0.15;0.15;0.00;0.15;Matches
360;Asier Osambela;es ESP;DF,MF;Osasuna;21-337;2004;6;2;213;2.4;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;3;10;2;0.00;0.00;0.00;0.00;0.00;0.03;0.06;0.08;0.03;0.08;Matches
361;Azzedine Ounahi;ma MAR;MF,FW;Girona;25-267;2000;10;9;780;8.7;3;1;4;3;0;0;5;0;0.9;0.9;1.4;2.3;31;66;50;0.35;0.12;0.46;0.35;0.46;0.11;0.16;0.27;0.11;0.27;Matches
362;Mikel Oyarzabal;es ESP;FW;Real Sociedad;28-265;1997;16;16;1,407;15.6;5;3;8;2;3;3;2;0;7.2;4.8;3.7;8.5;32;47;91;0.32;0.19;0.51;0.13;0.32;0.46;0.24;0.69;0.31;0.54;Matches
363;Jon Pacheco;es ESP;DF;Alavés;25-003;2001;13;12;1,051;11.7;0;0;0;0;0;0;2;0;0.1;0.1;0.6;0.7;9;38;2;0.00;0.00;0.00;0.00;0.00;0.01;0.05;0.06;0.01;0.06;Matches
364;Isaac Palazón Camacho;es ESP;MF,FW;Rayo Vallecano;31-015;1994;17;15;1,258;14.0;1;2;3;0;1;2;5;0;3.1;1.5;2.1;3.6;20;76;67;0.07;0.14;0.21;0.00;0.14;0.22;0.15;0.37;0.11;0.26;Matches
365;Diego Pampín;es ESP;DF;Levante;25-302;2000;4;2;188;2.1;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;2;4;7;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02;Matches
366;Victor Parada;es ESP;DF;Alavés;23-282;2002;15;10;935;10.4;0;1;1;0;0;0;5;0;0.5;0.5;1.1;1.7;10;20;34;0.00;0.10;0.10;0.00;0.10;0.05;0.11;0.16;0.05;0.16;Matches
367;Aitor Paredes;es ESP;DF;Athletic Club;25-257;2000;12;11;1;11.1;1;0;1;1;0;0;2;0;0.8;0.8;0.0;0.9;9;61;2;0.09;0.00;0.09;0.09;0.09;0.08;0.00;0.08;0.08;0.08;Matches
368;Daniel Parejo;es ESP;MF;Villarreal;36-270;1989;15;7;646;7.2;0;0;0;0;0;0;2;0;0.2;0.2;0.9;1.0;6;32;5;0.00;0.00;0.00;0.00;0.00;0.02;0.12;0.15;0.02;0.15;Matches
369;Thomas Partey;gh GHA;MF;Villarreal;32-212;1993;13;7;654;7.3;0;0;0;0;0;0;0;0;0.4;0.4;0.2;0.6;15;29;14;0.00;0.00;0.00;0.00;0.00;0.05;0.03;0.08;0.05;0.08;Matches
370;Alfonso Pedraza;es ESP;DF,MF;Villarreal;29-277;1996;13;8;790;8.8;1;2;3;1;0;0;3;0;0.5;0.5;2.1;2.6;32;15;67;0.11;0.23;0.34;0.11;0.34;0.05;0.24;0.30;0.05;0.30;Matches
371;Pedri;es ESP;MF;Barcelona;23-047;2002;15;13;1,124;12.5;2;5;7;2;0;0;2;1;1.2;1.2;3.2;4.4;54;140;56;0.16;0.40;0.56;0.16;0.56;0.10;0.26;0.35;0.10;0.35;Matches
372;Adrià Pedrosa;es ESP;DF;Elche;27-243;1998;11;4;505;5.6;1;1;2;1;0;0;4;0;0.4;0.4;1.1;1.4;9;16;37;0.18;0.18;0.36;0.18;0.36;0.06;0.19;0.26;0.06;0.26;Matches
373;Adrià Pedrosa;es ESP;DF;Sevilla;27-243;1998;1;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.36;0.36;0.00;0.36;Matches
374;Iñaki Peña;es ESP;GK;Elche;26-315;1999;12;12;1,08;12.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01;Matches
375;Nicolas Pépé;ci CIV;FW,MF;Villarreal;30-227;1995;17;11;1,026;11.4;2;2;4;2;0;0;2;0;5.0;5.0;2.9;7.9;59;60;100;0.18;0.18;0.35;0.18;0.35;0.44;0.25;0.69;0.44;0.69;Matches
376;Peque;es ESP;MF;Sevilla;23-099;2002;14;6;574;6.4;1;0;1;1;0;0;5;0;0.7;0.7;0.5;1.2;27;25;31;0.16;0.00;0.16;0.16;0.16;0.12;0.07;0.19;0.12;0.19;Matches
377;Ayoze Pérez;es ESP;FW;Villarreal;32-166;1993;11;6;512;5.7;2;3;5;2;0;0;2;0;2.3;2.3;1.0;3.3;15;22;26;0.35;0.53;0.88;0.35;0.88;0.40;0.17;0.57;0.40;0.57;Matches
378;Francisco Perez;es ESP;FW,MF;Rayo Vallecano;23-124;2002;15;5;678;7.5;1;0;1;1;0;0;2;0;1.1;1.1;1.3;2.4;18;12;39;0.13;0.00;0.13;0.13;0.13;0.15;0.17;0.32;0.15;0.32;Matches
379;Joselu Pérez;es ESP;FW;Getafe;21-305;2004;2;0;22;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.15;0.15;0.15;Matches
380;Léo Pétrot;fr FRA;DF;Elche;28-271;1997;16;6;576;6.4;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.3;7;12;22;0.00;0.00;0.00;0.00;0.00;0.02;0.03;0.05;0.02;0.05;Matches
381;Charles Pickel;cd COD;MF,FW;Espanyol;28-241;1997;10;2;344;3.8;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.3;0;13;6;0.00;0.00;0.00;0.00;0.00;0.07;0.01;0.07;0.07;0.07;Matches
382;Lander Pinillos;es ESP;MF;Alavés;22-097;2003;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
383;Yeremi Pino;es ESP;MF,FW;Villarreal;23-083;2002;2;2;159;1.8;0;1;1;0;0;0;0;0;0.2;0.2;0.9;1.0;6;18;18;0.00;0.57;0.57;0.00;0.57;0.09;0.48;0.57;0.09;0.57;Matches
384;Portu;es ESP;FW,MF;Girona;33-235;1992;10;4;474;5.3;0;0;0;0;0;0;2;0;1.3;1.3;0.3;1.6;3;6;32;0.00;0.00;0.00;0.00;0.00;0.24;0.05;0.30;0.24;0.30;Matches
385;Beñat Prados;es ESP;MF;Athletic Club;24-337;2001;2;1;85;0.9;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;0;4;1;0.00;0.00;0.00;0.00;0.00;0.03;0.08;0.11;0.03;0.11;Matches
386;Abdón Prats;es ESP;FW;Mallorca;33-035;1992;7;0;75;0.8;0;0;0;0;0;0;0;0;0.7;0.7;0.1;0.8;1;1;5;0.00;0.00;0.00;0.00;0.00;0.84;0.15;0.99;0.84;0.99;Matches
387;Javi Puado;es ESP;FW,MF;Espanyol;27-231;1998;9;8;670;7.4;2;0;2;1;1;2;2;0;3.5;1.9;0.8;2.7;25;29;42;0.27;0.00;0.27;0.13;0.13;0.47;0.11;0.58;0.25;0.37;Matches
388;Marc Pubill;es ESP;DF;Atlético Madrid;22-205;2003;7;5;473;5.3;0;1;1;0;0;0;1;0;0.0;0.0;0.2;0.2;3;9;2;0.00;0.19;0.19;0.00;0.19;0.00;0.03;0.04;0.00;0.04;Matches
389;Dani Raba;es ESP;FW,MF;Valencia;30-074;1995;11;3;252;2.8;0;1;1;0;0;0;0;0;0.2;0.2;0.4;0.6;4;22;16;0.00;0.36;0.36;0.00;0.36;0.07;0.14;0.22;0.07;0.22;Matches
390;Ionu? Radu;ro ROU;GK;Celta Vigo;28-228;1997;18;18;1,62;18.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
391;Antonio Raillo;es ESP;DF;Mallorca;34-095;1991;18;18;1,62;18.0;0;1;1;0;0;0;2;0;0.4;0.4;0.4;0.8;15;47;3;0.00;0.06;0.06;0.00;0.06;0.02;0.02;0.04;0.02;0.04;Matches
392;Largie Ramazani;be BEL;FW,MF;Valencia;24-318;2001;10;0;189;2.1;0;1;1;0;0;0;2;0;0.7;0.7;0.6;1.2;10;7;27;0.00;0.48;0.48;0.00;0.48;0.33;0.26;0.59;0.33;0.59;Matches
393;Raphinha;br BRA;FW,MF;Barcelona;29-028;1996;12;10;763;8.5;7;3;10;6;1;1;2;0;5.5;4.7;2.6;7.3;34;31;93;0.83;0.35;1.18;0.71;1.06;0.65;0.30;0.96;0.56;0.86;Matches
394;Marcus Rashford;eng ENG;FW;Barcelona;28-072;1997;18;12;1,11;12.3;2;6;8;2;0;0;2;0;4.0;4.0;3.2;7.2;52;38;161;0.16;0.49;0.65;0.16;0.65;0.32;0.26;0.59;0.32;0.59;Matches
395;Giacomo Raspadori;it ITA;FW,MF;Atlético Madrid;25-327;2000;12;1;236;2.6;0;1;1;0;0;0;1;0;0.7;0.7;0.7;1.4;4;6;22;0.00;0.38;0.38;0.00;0.38;0.26;0.27;0.53;0.26;0.53;Matches
396;Andrei Ratiu;ro ROU;DF;Rayo Vallecano;27-205;1998;17;17;1,53;17.0;0;1;1;0;0;0;5;0;1.3;1.3;2.9;4.3;62;67;108;0.00;0.06;0.06;0.00;0.06;0.08;0.17;0.25;0.08;0.25;Matches
397;Raúl;es ESP;FW;Osasuna;25-069;2000;18;5;621;6.9;3;0;3;3;0;0;1;0;3.0;3.0;0.3;3.3;11;10;33;0.43;0.00;0.43;0.43;0.43;0.43;0.05;0.48;0.43;0.48;Matches
398;Abde Rebbach;dz ALG;MF;Alavés;27-153;1998;16;8;764;8.5;0;0;0;0;0;0;4;0;1.2;1.2;1.3;2.5;35;29;67;0.00;0.00;0.00;0.00;0.00;0.14;0.16;0.30;0.14;0.30;Matches
399;Federico Redondo;ar ARG;MF;Elche;22-358;2003;5;0;28;0.3;0;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches
400;Alejandro Rego;es ESP;MF;Athletic Club;22-214;2003;13;2;435;4.8;1;0;1;1;0;0;2;0;0.3;0.3;0.2;0.5;4;22;7;0.21;0.00;0.21;0.21;0.21;0.05;0.05;0.10;0.05;0.10;Matches
401;Alberto Reina;es ESP;MF;Oviedo;28-124;1997;18;12;947;10.5;1;0;1;1;0;0;4;1;1.3;1.3;0.6;1.9;15;57;25;0.10;0.00;0.10;0.10;0.10;0.12;0.06;0.18;0.12;0.18;Matches
402;Vitor Reis;br BRA;DF;Girona;19-364;2006;18;17;1,518;16.9;0;1;1;0;0;0;4;1;0.3;0.3;0.9;1.2;6;60;0;0.00;0.06;0.06;0.00;0.06;0.02;0.05;0.07;0.02;0.07;Matches
403;Álex Remiro;es ESP;GK;Real Sociedad;30-293;1995;19;19;1,71;19.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01;Matches
404;Oriol Rey;es ESP;MF;Levante;27-320;1998;12;8;748;8.3;0;0;0;0;0;0;2;0;0.3;0.3;0.1;0.4;5;19;10;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.05;0.04;0.05;Matches
405;Diego Rico;es ESP;DF;Getafe;32-322;1993;18;15;1,441;16.0;0;0;0;0;0;0;2;0;0.2;0.2;0.7;0.9;12;68;36;0.00;0.00;0.00;0.00;0.00;0.01;0.05;0.06;0.01;0.06;Matches
406;Clemens Riedel;de GER;DF;Espanyol;22-176;2003;8;6;518;5.8;0;1;1;0;0;0;2;0;0.1;0.1;0.0;0.2;1;15;2;0.00;0.17;0.17;0.00;0.17;0.02;0.01;0.03;0.02;0.03;Matches
407;Hugo Rincón;es ESP;DF;Girona;22-349;2003;16;7;848;9.4;0;0;0;0;0;0;2;0;0.6;0.6;0.9;1.5;19;24;53;0.00;0.00;0.00;0.00;0.00;0.06;0.09;0.16;0.06;0.16;Matches
408;Luis Rioja;es ESP;MF,FW;Valencia;32-087;1993;18;14;1,204;13.4;1;3;4;1;0;0;1;0;1.3;1.3;2.0;3.3;40;40;113;0.07;0.22;0.30;0.07;0.30;0.09;0.15;0.24;0.09;0.24;Matches
409;Rodrigo Riquelme;es ESP;FW,MF;Betis;25-284;2000;15;7;575;6.4;0;1;1;0;0;0;0;0;1.4;1.4;1.6;3.1;31;25;35;0.00;0.16;0.16;0.00;0.16;0.22;0.26;0.48;0.22;0.48;Matches
410;Mihailo Risti?;rs SRB;DF,MF;Celta Vigo;30-072;1995;4;4;251;2.8;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;10;10;5;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.03;0.01;0.03;Matches
411;Joel Roca;es ESP;FW,MF;Girona;20-218;2005;16;9;779;8.7;1;0;1;1;0;0;1;0;1.2;1.2;0.5;1.7;36;19;73;0.12;0.00;0.12;0.12;0.12;0.14;0.06;0.20;0.14;0.20;Matches
